,Name,Category,Calories,Fat,Carbs,restaurant
1347,"Three Lentil Vegetable - LF, V, G  (bowl)",Soups,210,4,4,Corner Bakery Cafe
1348,Pesto Cavatappi (Combo),Entrees,640,34,34,Corner Bakery Cafe
1349,"Farmer's Scrambler - V, G (Whole Eggs)",Breakfast,410,27,27,Corner Bakery Cafe
1350,The Commuter Croissant (Egg Whites),Breakfast Sandwiches,600,600,600,Corner Bakery Cafe
1351,"Swiss Oatmeal - LF, V, G* (Sweet Crisp not included)",Breakfast,360,360,360,Corner Bakery Cafe
1352,Baked French Toast w/Bacon & Fresh Fruit,Breakfast,1030,39,39,Corner Bakery Cafe
1353,Blueberry Muffin - V,Breakfast,510,22,22,Corner Bakery Cafe
1354,Chopped Salad - G (Café & Combo),Salads,400,28,28,Corner Bakery Cafe
1355,Harvest Salad - V (Entrée),Salads,760,45,45,Corner Bakery Cafe
1356,Mixed Greens Salad w/dressing (side & trio portion) - V,Salads,120,8,8,Corner Bakery Cafe
1357,Avocado Wedge - VG (Side),Salads,280,20,20,Corner Bakery Cafe
1358,Big Al's Chili w/Cheddar Cheese (cup),Soups,390,18,18,Corner Bakery Cafe
1359,Parmesan Cheese (Carbonara & Penne) - V (Combo),Entrees,30,2,2,Corner Bakery Cafe
1360,Anaheim Panini (Whole Eggs),Breakfast Sandwiches,550,32,32,Corner Bakery Cafe
1361,"Breakfast Potatoes - VG, G",Breakfast,140,140,140,Corner Bakery Cafe
1362,"Oatmeal Toppings - Toasted Almonds - VG, G",Breakfast,35,35,35,Corner Bakery Cafe
1363,Baked French Toast - V,Breakfast,850,28,28,Corner Bakery Cafe
1364,Pecan Sticky Bun,Breakfast,1020,62,62,Corner Bakery Cafe
1365,Asian Wonton Salad (Entrée),Salads,530,16,16,Corner Bakery Cafe
1366,Pasta Caprese Salad - V (Trio),Salads,140,7,7,Corner Bakery Cafe
1367,"Roasted Tomato Basil w/Croutons - LF, V",Soups,200,7,7,Corner Bakery Cafe
1368,Loaded Baked Potato w/Cheddar Cheese & Green Onion,Soups,630,43,43,Corner Bakery Cafe
1369,Chicken Carbonara - (Combo),Entrees,680,33,33,Corner Bakery Cafe
1370,D.C. Chicken Salad on Steakhouse Rye Bread - (Combo),Sandwiches,310,11,11,Corner Bakery Cafe
1371,D.C. Chicken Salad on Steakhouse Rye Bread - (Whole),Sandwiches,620,21,21,Corner Bakery Cafe
1372,Mom's Egg Salad on White Bread (Combo),Sandwiches,250,13,13,Corner Bakery Cafe
1373,"Farmer's Scrambler - V, G (Egg Whites)",Breakfast,250,11,11,Corner Bakery Cafe
1374,Ham & Swiss Panini (Egg Whites),Breakfast Sandwiches,410,410,410,Corner Bakery Cafe
1375,"Oatmeal Toppings - Currants - LF, VG, G",Breakfast,35,35,35,Corner Bakery Cafe
1376,Baked French Toast w/Sausage & Scrambled Eggs (Whole Eggs),Breakfast,1200,48,48,Corner Bakery Cafe
1377,"Plain Bagel - LF, VG",Breakfast,330,2,2,Corner Bakery Cafe
1378,Croissant - V,Breakfast,340,16,16,Corner Bakery Cafe
1379,Santa Fe Ranch Salad - G (Café & Combo),Salads,420,25,25,Corner Bakery Cafe
1380,The Greek Salad - G (Entrée),Salads,530,35,35,Corner Bakery Cafe
1381,"Egg Salad - V, G (Trio)",Salads,230,19,19,Corner Bakery Cafe
1382,Loaded Baked Potato w/Cheddar Cheese & Green Onion,Soups,410,28,28,Corner Bakery Cafe
1383,Mom's Chicken Noodle - LF  (bowl),Soups,210,6,6,Corner Bakery Cafe
1384,Caesar Salad,Salads,230,20,20,Corner Bakery Cafe
1385,All American Scrambler (with Bacon) - G (Whole Eggs),Breakfast,350,27,27,Corner Bakery Cafe
1386,Chicken Apple Sausage Panini (Whole Eggs),Breakfast Sandwiches,540,24,24,Corner Bakery Cafe
1387,"Chicken Apple Sausage, 2-patties",Breakfast,110,110,110,Corner Bakery Cafe
1388,"Oatmeal Toppings - Toasted Walnuts - VG, G",Breakfast,50,50,50,Corner Bakery Cafe
1389,"8-Grain Bagel - LF, VG",Breakfast,330,2,2,Corner Bakery Cafe
1390,Asian Wonton Salad (Café & Combo),Salads,270,8,8,Corner Bakery Cafe
1391,Caesar Salad (Entrée),Salads,710,63,63,Corner Bakery Cafe
1392,"Seasonal Fruit Medley - LF, VG, G (Trio)",Salads,70,0,0,Corner Bakery Cafe
1393,Pasta Caprese Salad - V (Side),Salads,210,10,10,Corner Bakery Cafe
1394,Italian Wedding Soup w/ Parmesan Cheese  (bowl),Soups,280,13,13,Corner Bakery Cafe
1395,Half Moon Cheese Ravioli - V (Combo),Entrees,330,13,13,Corner Bakery Cafe
1396,Ham on Pretzel Bread - LF (Combo),Sandwiches,340,10,10,Corner Bakery Cafe
1397,Ham on Pretzel Bread - LF (Whole),Sandwiches,680,20,20,Corner Bakery Cafe
1398,Mom's Roast Beef on Sourdough Bread (Combo),Sandwiches,255,4,4,Corner Bakery Cafe
1399,Mom's Corned Beef on Caraway Rye Bread (Whole),Sandwiches,480,4,4,Corner Bakery Cafe
1400,Corned Beef Reuben (Combo),Paninis,380,18,18,Corner Bakery Cafe
1401,All American Scrambler (with Sausage) (Whole Eggs),Breakfast,350,20,20,Corner Bakery Cafe
1402,Smoked Bacon & Cheddar Panini (Whole Eggs),Breakfast Sandwiches,540,32,32,Corner Bakery Cafe
1403,"Harvest Toast - LF, VG",Breakfast,170,170,170,Corner Bakery Cafe
1404,"Oatmeal Toppings - Sweet Crisp, each - V",Breakfast,150,150,150,Corner Bakery Cafe
1405,"Blueberry Bagel - LF, VG",Breakfast,340,2,2,Corner Bakery Cafe
1406,Caesar Salad (Café & Combo),Salads,360,31,31,Corner Bakery Cafe
1407,Caesar Salad w/Roasted Chicken (Entrée),Salads,820,65,65,Corner Bakery Cafe
1408,Tuna Salad - G (Trio),Salads,280,20,20,Corner Bakery Cafe
1409,"Seasonal Fruit Medley - LF, VG, G (Side)",Salads,100,0,0,Corner Bakery Cafe
1410,"Roasted Tomato Basil w/Croutons - LF, V",Soups,320,12,12,Corner Bakery Cafe
1411,"Penne with Marinara - V, LF (Combo)",Entrees,330,8,8,Corner Bakery Cafe
1412,Poblano Fresco Chicken on Poblano Cheese Bread - (Combo),Sandwiches,415,20,20,Corner Bakery Cafe
1413,Poblano Fresco Chicken on Poblano Cheese Bread - (Whole),Sandwiches,830,39,39,Corner Bakery Cafe
1414,Mom's Roasted Chicken on Harvest Bread (Combo),Sandwiches,250,4,4,Corner Bakery Cafe
1415,Zesty Chicken Tortilla - LF,Kid's Meals,110,5,5,Corner Bakery Cafe
1416,All American Scrambler (with Sausage) (Egg Whites),Breakfast,190,3,3,Corner Bakery Cafe
1417,Chicken Apple Sausage Panini (Egg Whites),Breakfast Sandwiches,460,460,460,Corner Bakery Cafe
1418,"Oatmeal w/all toppings - LF, V, G* (Sweet Crisp not included)",Breakfast,330,330,330,Corner Bakery Cafe
1419,Baked French Toast w/Bacon & Scrambled Eggs (Egg Whites),Breakfast,1040,39,39,Corner Bakery Cafe
1420,Cinnamon Crumb Muffin - V,Breakfast,650,30,30,Corner Bakery Cafe
1421,Harvest Salad w/Roasted Chicken (Café & Combo),Salads,500,26,26,Corner Bakery Cafe
1422,Mixed Greens Salad - V (Entrée),Salads,420,33,33,Corner Bakery Cafe
1423,Avocado Wedge - VG (Trio),Salads,150,10,10,Corner Bakery Cafe
1424,"Egg Salad - V, G (Side)",Salads,340,27,27,Corner Bakery Cafe
1425,Mom's Chicken Noodle - LF  (cup),Soups,140,4,4,Corner Bakery Cafe
1426,Big Al's Chili w/Cheddar Cheese (bowl),Soups,590,28,28,Corner Bakery Cafe
1427,Half Moon Cheese Ravioli - V (Entrée),Entrees,640,26,26,Corner Bakery Cafe
1428,Tomato Mozzarella on Ciabatta Ficelle Bread - V (Combo),Sandwiches,340,14,14,Corner Bakery Cafe
1429,Tomato Mozzarella on Ciabatta Ficelle Bread - V (Whole),Sandwiches,680,27,27,Corner Bakery Cafe
1430,Mom's Tuna Salad on Harvest Bread (Whole),Sandwiches,640,25,25,Corner Bakery Cafe
1431,Corner Club (Whole),Paninis,730,31,31,Corner Bakery Cafe
1432,Pasta Marinara - V,Kid's Meals,300,6,6,Corner Bakery Cafe
1433,All American Scrambler (with Bacon) - G (Egg Whites),Breakfast,190,11,11,Corner Bakery Cafe
1434,Anaheim Panini (Egg Whites),Breakfast Sandwiches,470,470,470,Corner Bakery Cafe
1435,"Oatmeal w/out toppings - LF, V, G* (Sweet Crisp not included)",Breakfast,140,140,140,Corner Bakery Cafe
1436,Baked French Toast w/Bacon & Scrambled Eggs (Whole Eggs),Breakfast,1200,55,55,Corner Bakery Cafe
1437,Chocolate Muffin - V,Breakfast,530,28,28,Corner Bakery Cafe
1438,Harvest Salad - V (Café & Combo),Salads,430,25,25,Corner Bakery Cafe
1439,Harvest Salad w/Roasted Chicken (Entrée),Salads,870,47,47,Corner Bakery Cafe
1440,Asian Edamame Salad - V (Trio),Salads,90,5,5,Corner Bakery Cafe
1441,D.C. Chicken Salad - G (Side),Salads,360,21,21,Corner Bakery Cafe
1442,Cheddar Broccoli  (cup),Soups,370,28,28,Corner Bakery Cafe
1443,Country Bread Boule - Bowl Option  (cup),Soups,1040,3,3,Corner Bakery Cafe
1444,Chicken Carbonara - (Entrée),Entrees,1190,62,62,Corner Bakery Cafe
1445,Smoked Turkey Cobb - (Combo),Sandwiches,360,19,19,Corner Bakery Cafe
1446,Smoked Turkey Cobb - (Whole),Sandwiches,720,38,38,Corner Bakery Cafe
1447,Mom's Smoked Ham on White Bread (Whole),Sandwiches,410,11,11,Corner Bakery Cafe
1448,Chicken Pomodori (Whole),Paninis,740,28,28,Corner Bakery Cafe
1449,Macaroni & Cheese - Kraft,Kid's Meals,350,11,11,Corner Bakery Cafe
1450,Mom's Chicken Noodle - LF,Kid's Meals,70,2,2,Corner Bakery Cafe
1451,Anaheim Scrambler - G (Egg Whites),Breakfast,410,29,29,Corner Bakery Cafe
1452,Smoked Bacon & Cheddar Panini (Egg Whites),Breakfast Sandwiches,460,460,460,Corner Bakery Cafe
1453,"Oatmeal Toppings - Brown Sugar - LF, VG, G",Breakfast,45,45,45,Corner Bakery Cafe
1454,Baked French Toast w/Sausage & Fresh Fruit,Breakfast,1030,31,31,Corner Bakery Cafe
1455,Pumpkin Muffin - V,Breakfast,460,18,18,Corner Bakery Cafe
1456,Mixed Greens Salad - V (Café & Combo),Salads,220,17,17,Corner Bakery Cafe
1457,Santa Fe Ranch Salad - G (Entrée),Salads,810,49,49,Corner Bakery Cafe
1458,D.C. Chicken Salad - G (Trio),Salads,240,14,14,Corner Bakery Cafe
1459,"Zesty Chicken Tortilla w/Tortilla Strips - LF, G  (cup)",Soups,230,11,11,Corner Bakery Cafe
1460,Cheddar Broccoli  (bowl),Soups,550,41,41,Corner Bakery Cafe
1461,"Penne with Marinara - V, LF (Entrée)",Entrees,560,15,15,Corner Bakery Cafe
1462,Turkey on Pretzel Bread - LF,Sandwiches,335,8,8,Corner Bakery Cafe
1463,Turkey on Pretzel Bread - LF,Sandwiches,670,15,15,Corner Bakery Cafe
1464,Mom's Turkey on Harvest Bread (Whole),Sandwiches,470,5,5,Corner Bakery Cafe
1465,Corned Beef Reuben (Whole),Paninis,760,37,37,Corner Bakery Cafe
1466,Pasta w/ Cream Sauce,Kid's Meals,440,20,20,Corner Bakery Cafe
1467,Peanut Butter & Jelly Sandwich - V (Combo),Kid's Meals,365,17,17,Corner Bakery Cafe
1468,Grilled Cheese Sandwich - V (Whole),Kid's Meals,540,30,30,Corner Bakery Cafe
1469,Loaded Baked Potato,Kid's Meals,210,14,14,Corner Bakery Cafe
1470,"Greek Vegetable Salad - V, G (Trio)",Salads,60,3,3,Corner Bakery Cafe
1471,Italian Wedding Soup w/ Parmesan Cheese  (cup),Soups,190,8,8,Corner Bakery Cafe
1472,"Zesty Chicken Tortilla w/Tortilla Strips - LF, G  (bowl)",Soups,360,16,16,Corner Bakery Cafe
1473,Mixed Greens Salad w/dressing - V,Salads,120,8,8,Corner Bakery Cafe
1474,Chicken Carbonara - (Combo),Sandwiches,340,12,12,Corner Bakery Cafe
1475,Chicken Carbonara - (Whole),Sandwiches,680,24,24,Corner Bakery Cafe
1476,Mom's Corned Beef on Caraway Rye Bread (Combo),Sandwiches,240,2,2,Corner Bakery Cafe
1477,Add Spread - Mayo (Combo),Sandwiches,40,4,4,Corner Bakery Cafe
1478,Chicken Pomodori (Combo),Paninis,370,14,14,Corner Bakery Cafe
1479,Grilled Ham & Swiss (Whole),Paninis,680,22,22,Corner Bakery Cafe
1480,Ham Sandwich on Harvest Bread - LF (Whole),Kid's Meals,410,7,7,Corner Bakery Cafe
1481,"Roasted Tomato Basil - LF, V",Kid's Meals,80,2,2,Corner Bakery Cafe
1482,Banana Baby Bundt Cake - V,Desserts,620,30,30,Corner Bakery Cafe
1483,Oatmeal Raisin Cookie - V,Desserts,290,10,10,Corner Bakery Cafe
1484,Raspberry Bar - V,Desserts,530,24,24,Corner Bakery Cafe
1485,Caramel Latte - Whole,Coffee,490,13,13,Corner Bakery Cafe
1486,Cappuccino - Nonfat,Coffee,120,0,0,Corner Bakery Cafe
1487,Chai Latte - Whole,Coffee,270,15,15,Corner Bakery Cafe
1488,Country Small Oblong - VG (whole),Breads,2600,8,8,Corner Bakery Cafe
1489,Poblano Cheese Batard - V,Breads,410,13,13,Corner Bakery Cafe
1490,Pesto Cavatappi (Entrée),Entrees,1140,64,64,Corner Bakery Cafe
1491,Uptown Turkey on Harvest Bread - (Combo),Sandwiches,330,12,12,Corner Bakery Cafe
1492,Uptown Turkey on Harvest Bread - (Whole),Sandwiches,660,23,23,Corner Bakery Cafe
1493,California Grille - V (Combo),Paninis,305,13,13,Corner Bakery Cafe
1494,Green Chile & Chicken (Whole),Paninis,740,27,27,Corner Bakery Cafe
1495,Grilled Cheese Sandwich - V (Combo),Kid's Meals,290,17,17,Corner Bakery Cafe
1496,Peanut Butter & Jelly Sandwich on Harvest Bread - V (Combo),Kid's Meals,405,16,16,Corner Bakery Cafe
1497,Ham Sandwich - LF (Whole),Kid's Meals,330,9,9,Corner Bakery Cafe
1498,Italian Wedding Soup,Kid's Meals,100,4,4,Corner Bakery Cafe
1499,"Seasonal Fruit Medley - LF, VG, G",Sides,70,0,0,Corner Bakery Cafe
1500,Monster Cookie - V,Desserts,340,14,14,Corner Bakery Cafe
1501,Maple Pecan Bar - V,Desserts,730,44,44,Corner Bakery Cafe
1502,Caramel Latte - Whole,Coffee,380,11,11,Corner Bakery Cafe
1503,Cappuccino - Nonfat,Coffee,90,0,0,Corner Bakery Cafe
1504,Chai Latte - Whole,Coffee,200,11,11,Corner Bakery Cafe
1505,Country Boule - VG (whole),Breads,1040,3,3,Corner Bakery Cafe
1506,Ciabatta Ficelle - V,Breads,360,6,6,Corner Bakery Cafe
1507,Poblano Fresco Roast Beef on Poblano Cheese Bread - (Combo),Sandwiches,425,21,21,Corner Bakery Cafe
1508,Poblano Fresco Roast Beef on Poblano Cheese Bread - (Whole),Sandwiches,850,42,42,Corner Bakery Cafe
1509,Mom's Smoked Ham on White Bread (Combo),Sandwiches,205,6,6,Corner Bakery Cafe
1510,Mom's Roast Beef on Sourdough Bread (Whole),Sandwiches,510,8,8,Corner Bakery Cafe
1511,Grilled Ham & Swiss (Combo),Paninis,340,11,11,Corner Bakery Cafe
1512,Kids' Scrambler w/Toast & Fresh Fruit,Kid's Meals,320,12,12,Corner Bakery Cafe
1513,Turkey Sandwich on Harvest Bread - LF (Whole),Kid's Meals,400,5,5,Corner Bakery Cafe
1514,Lemon Pound Cake - Slice,Desserts,480,22,22,Corner Bakery Cafe
1515,Whoopee Pie - Chocolate Mocha - V,Desserts,390,21,21,Corner Bakery Cafe
1516,Cappuccino - Whole,Coffee,140,7,7,Corner Bakery Cafe
1517,Truffle Mocha - Whole,Coffee,510,16,16,Corner Bakery Cafe
1518,Caramel Latte - Nonfat,Coffee,320,2,2,Corner Bakery Cafe
1519,Truffle Mocha - Nonfat,Coffee,300,1,1,Corner Bakery Cafe
1520,Chai Latte - Nonfat,Coffee,210,0,0,Corner Bakery Cafe
1521,Old Fashioned Lemonade - VG,Drinks,520,0,0,Corner Bakery Cafe
1522,Cinnamon Raisin - V (slice),Breads,220,7,7,Corner Bakery Cafe
1523,Raisin Pecan Miche - VG (whole),Breads,2070,61,61,Corner Bakery Cafe
1524,Poblano Fresco Vegetarian on Poblano Cheese Bread - V,Sandwiches,395,22,22,Corner Bakery Cafe
1525,Poblano Fresco Vegetarian on Poblano Cheese Bread - V,Sandwiches,790,44,44,Corner Bakery Cafe
1526,Mom's Tuna Salad on Harvest Bread (Combo),Sandwiches,320,13,13,Corner Bakery Cafe
1527,Mom's Roasted Chicken on Harvest Bread (Whole),Sandwiches,500,8,8,Corner Bakery Cafe
1528,California Grille - V (Whole),Paninis,610,26,26,Corner Bakery Cafe
1529,Half Moon Cheese Ravioli - V,Kid's Meals,320,14,14,Corner Bakery Cafe
1530,Cheddar Broccoli,Kid's Meals,190,14,14,Corner Bakery Cafe
1531,Kid's Apple Juice,Kid's Meals,80,0,0,Corner Bakery Cafe
1532,"Baby Carrots - LF, VG, G",Sides,30,0,0,Corner Bakery Cafe
1533,Pumpkin Pound Cake - Slice,Desserts,490,19,19,Corner Bakery Cafe
1534,Whoopee Pie - Peanut Butter - V,Desserts,440,29,29,Corner Bakery Cafe
1535,Cappuccino - Whole,Coffee,190,10,10,Corner Bakery Cafe
1536,Truffle Hot Chocolate w/Whipped Cream - Whole,Coffee,350,17,17,Corner Bakery Cafe
1537,Caramel Latte - Nonfat,Coffee,410,2,2,Corner Bakery Cafe
1538,Truffle Mocha - Nonfat,Coffee,400,1,1,Corner Bakery Cafe
1539,Old Fashioned Lemonade - VG,Drinks,260,0,0,Corner Bakery Cafe
1540,Frozen Mango Lemonade - VG,Drinks,700,0,0,Corner Bakery Cafe
1541,Country Boule - VG (slice),Breads,80,0,0,Corner Bakery Cafe
1542,Steakhouse Rye - VG (whole),Breads,1990,15,15,Corner Bakery Cafe
1543,Add Spread - Country Dijon Mustard (Combo),Sandwiches,5,0,0,Corner Bakery Cafe
1544,Corner Club (Combo),Paninis,365,15,15,Corner Bakery Cafe
1545,Kids' Cheesy Scrambler w/Toast & Bacon,Kid's Meals,380,24,24,Corner Bakery Cafe
1546,Peanut Butter & Jelly Sandwich - V (Whole),Kid's Meals,730,34,34,Corner Bakery Cafe
1547,Chocolate Baby Bundt Cake - V,Desserts,580,30,30,Corner Bakery Cafe
1548,Snickerdoodle Cookie - V,Desserts,290,10,10,Corner Bakery Cafe
1549,Cream Cheese Brownie - V,Desserts,590,37,37,Corner Bakery Cafe
1550,Caramel Latte - Whole,Coffee,650,17,17,Corner Bakery Cafe
1551,Latte - Nonfat,Coffee,120,0,0,Corner Bakery Cafe
1552,Chai Latte - Whole,Coffee,340,18,18,Corner Bakery Cafe
1553,Traditional Sesame Baguette - VG (slice),Breads,50,1,1,Corner Bakery Cafe
1554,Country Large Oblong - VG (whole),Breads,4220,16,16,Corner Bakery Cafe
1555,Pretzel Demi - V,Breads,410,5,5,Corner Bakery Cafe
1556,Mom's Egg Salad on White Bread (Whole),Sandwiches,500,25,25,Corner Bakery Cafe
1557,Green Chile & Chicken (Combo),Paninis,370,13,13,Corner Bakery Cafe
1558,Kids' Scrambler w/Toast & Bacon,Kid's Meals,320,19,19,Corner Bakery Cafe
1559,Turkey Sandwich - LF (Whole),Kid's Meals,320,7,7,Corner Bakery Cafe
1560,Grapes - Small Bunch (Kids' Menu) - G,Sides,40,0,0,Corner Bakery Cafe
1561,Cinnamon Creme Cake - Slice (12 slices/cake) - V,Desserts,770,34,34,Corner Bakery Cafe
1562,White Chocolate Macadamia Nut Cookie,Desserts,270,10,10,Corner Bakery Cafe
1563,Cappuccino - Whole,Coffee,100,5,5,Corner Bakery Cafe
1564,Truffle Mocha - Whole,Coffee,380,12,12,Corner Bakery Cafe
1565,Latte - Nonfat,Coffee,190,0,0,Corner Bakery Cafe
1566,Chai Latte - Nonfat,Coffee,170,0,0,Corner Bakery Cafe
1567,Iced Coffee - Creamy,Coffee,320,6,6,Corner Bakery Cafe
1568,Brioche Flatbread (slice),Breads,330,13,13,Corner Bakery Cafe
1569,Mom's White - V (whole),Breads,2090,67,67,Corner Bakery Cafe
1570,Kids' Cheesy Scrambler w/Toast & Fresh Fruit,Kid's Meals,380,17,17,Corner Bakery Cafe
1571,Peanut Butter & Jelly Sandwich on Harvest Bread - V (Whole),Kid's Meals,810,32,32,Corner Bakery Cafe
1572,Garlic Bread (Pasta Entrées Only) - V,Sides,110,4,4,Corner Bakery Cafe
1573,Chocolate Turtle Baby Bundt Cake - V,Desserts,760,44,44,Corner Bakery Cafe
1574,Sugar Cookie - V,Desserts,290,10,10,Corner Bakery Cafe
1575,Fudge Brownie,Desserts,590,28,28,Corner Bakery Cafe
1576,Truffle Mocha - Whole,Coffee,270,10,10,Corner Bakery Cafe
1577,Latte - Nonfat,Coffee,160,0,0,Corner Bakery Cafe
1578,Chai Latte - Nonfat,Coffee,125,0,0,Corner Bakery Cafe
1579,Iced Coffee - Creamy,Coffee,640,12,12,Corner Bakery Cafe
1580,White Rye Oblong - VG (slice),Breads,180,1,1,Corner Bakery Cafe
1581,Harvest - VG (whole),Breads,2080,15,15,Corner Bakery Cafe
1582,Kid's Berry Juice,Kid's Meals,90,0,0,Corner Bakery Cafe
1583,"Bakery Chips - VG, G",Sides,150,9,9,Corner Bakery Cafe
1584,Apricot Walnut Rugalach - V,Desserts,240,15,15,Corner Bakery Cafe
1585,Whoopee Pie - Pumpkin - V,Desserts,400,22,22,Corner Bakery Cafe
1586,Latte - Whole,Coffee,190,10,10,Corner Bakery Cafe
1587,Truffle Hot Chocolate w/Whipped Cream - Whole,Coffee,480,21,21,Corner Bakery Cafe
1588,Truffle Hot Chocolate w/Whipped Cream - Nonfat,Drinks,280,7,7,Corner Bakery Cafe
1589,Frozen Mango Lemonade - VG,Drinks,350,0,0,Corner Bakery Cafe
1590,Frozen Mango Pomegranate Swirl - VG,Drinks,640,0,0,Corner Bakery Cafe
1591,Country Small Oblong - VG (slice),Breads,110,0,0,Corner Bakery Cafe
1592,Raisin Pecan Miche - VG (slice),Breads,140,4,4,Corner Bakery Cafe
1593,Traditional Sesame Baguette - VG (whole),Breads,1610,30,30,Corner Bakery Cafe
1594,Banana - Whole (Kids' Menu) - G,Sides,110,0,0,Corner Bakery Cafe
1595,Cinnamon Pecan Rugalach - V,Desserts,250,16,16,Corner Bakery Cafe
1596,Whoopee Pie - Vanilla - V,Desserts,430,26,26,Corner Bakery Cafe
1597,Latte - Whole,Coffee,250,13,13,Corner Bakery Cafe
1598,Truffle Hot Chocolate w/Whipped Cream - Whole,Coffee,610,24,24,Corner Bakery Cafe
1599,Truffle Hot Chocolate w/Whipped Cream - Nonfat,Drinks,390,7,7,Corner Bakery Cafe
1600,Frozen Mango Pomegranate Swirl - VG,Drinks,320,0,0,Corner Bakery Cafe
1601,Frozen Pomegranate Lemonade - VG,Drinks,580,0,0,Corner Bakery Cafe
1602,Country Large Oblong - VG (slice),Breads,170,1,1,Corner Bakery Cafe
1603,Brioche Flatbread (whole),Breads,1320,51,51,Corner Bakery Cafe
1604,White Rye Oblong - VG (whole),Breads,3540,59,59,Corner Bakery Cafe
1605,"Pickle Spear - VG, G",Sides,10,0,0,Corner Bakery Cafe
1606,Chocolate Chip Cookie - V,Desserts,300,113,113,Corner Bakery Cafe
1607,Lemon Bar - V,Desserts,590,24,24,Corner Bakery Cafe
1608,Latte - Whole,Coffee,300,16,16,Corner Bakery Cafe
1609,Cappuccino - Nonfat,Coffee,60,0,0,Corner Bakery Cafe
1610,Truffle Hot Chocolate w/Whipped Cream - Nonfat,Drinks,490,7,7,Corner Bakery Cafe
1611,Frozen Pomegranate Lemonade - VG,Drinks,290,0,0,Corner Bakery Cafe
1612,Cinnamon Raisin - V (whole),Breads,2540,87,87,Corner Bakery Cafe
1613,Focaccia Loaf - VG (whole),Breads,1040,15,15,Corner Bakery Cafe
1614,"Dipped Cone, Chocolate - Kids’ ***",Desserts,220,9,9,Dairy Queen
1615,"Sundae, Cherry - Small",Desserts,240,7,7,Dairy Queen
1616,"Sundae, Marshmallow - Medium",Desserts,410,10,10,Dairy Queen
1617,"Sundae, Strawberry - Large",Desserts,480,14,14,Dairy Queen
1618,Pecan Mudslide® Treat,Desserts,640,30,30,Dairy Queen
1619,Cherry StarKiss® Bar,Desserts,80,0,0,Dairy Queen
1620,"Oreo® Blizzard Cake, 10”, 1/12 slice***",Desserts,540,23,23,Dairy Queen
1621,1/4 lb. GrillBurger with Cheese,Burgers,540,30,30,Dairy Queen
1622,Iron Grilled Supreme BLT Sandwich,Sandwiches,600,34,34,Dairy Queen
1623,Chili Cheese Dog,Entrees,380,24,24,Dairy Queen
1624,Applesauce,Kid's Meals,90,0,0,Dairy Queen
1625,Breaded Mushrooms,Sides,250,9,9,Dairy Queen
1626,Biscuits & Gravy,Breakfast,730,47,47,Dairy Queen
1627,Banana Cream Pie Blizzard - Mini,Desserts,370,13,13,Dairy Queen
1628,Butterfinger Blizzard - Medium,Desserts,740,26,26,Dairy Queen
1629,Cookie Dough Blizzard - Mini,Desserts,420,16,16,Dairy Queen
1630,French Silk Pie Blizzard - Medium,Desserts,900,42,42,Dairy Queen
1631,Heath® Blizzard - Mini,Desserts,360,14,14,Dairy Queen
1632,Midnight Truffle Blizzard - Medium,Desserts,1000,49,49,Dairy Queen
1633,Oreo® CheeseQuake® Blizzard - Mini,Desserts,380,15,15,Dairy Queen
1634,Snickers Blizzard - Medium,Desserts,850,33,33,Dairy Queen
1635,Banana Slices,Desserts,25,0,0,Dairy Queen
1636,Cappuccino MooLatté - Small,Coffee,450,16,16,Dairy Queen
1637,Mocha MooLatté - Medium,Coffee,660,25,25,Dairy Queen
1638,"Arctic Rush Float, All Flavors - Large",Drinks,550,9,9,Dairy Queen
1639,"Shake, Chocolate - Small",Shakes,540,20,20,Dairy Queen
1640,"Shake, Strawberry - Medium",Shakes,610,22,22,Dairy Queen
1641,"Malt, Caramel - Large",Shakes,1080,31,31,Dairy Queen
